X1,Y1
151582.8806,74034.73453
94673.48517,61039.72531
121163.1744,116968.0523
78454.66336,127421.3074
175366.4263,68454.79138
100157.0404,64228.26218
161485.2734,119675.1098
160533.1658,95040.59818
96031.69946,124365.4335
162335.8725,51518.23336
137775.2344,101081.3488
143387.8632,54450.24678
104340.1519,95873.988
106606.7957,77968.47952
189574.4164,67512.24052
191854.697,113602.0951
164218.148,95377.63698
88045.39638,43524.421
107061.915,119052.7216
141087.5854,82038.03215
73190.59632,90143.0295
104847.6217,140384.4739
189013.5811,144534.6855
108914.5337,92093.02686
107285.1707,131733.7065
99379.62944,140469.5367
154045.6476,133810.9482
161273.2267,109845.3355
96906.52204,135821.592
107652.7876,120006.7461
171930.7663,143646.3213
100912.8637,119397.6666
79714.64758,120623.6711
111437.6626,62037.55208
81748.03778,87446.23929
117941.8351,43876.40239
124189.7155,121243.6352
91467.81759,77036.15426
142592.9981,138978.921
73986.15906,85547.12623
185094.9525,47493.98261
188995.272,134806.4975
178183.2572,60808.8056
163231.5408,51190.41605
96066.9087,141138.2365
131095.1094,121643.7951
198671.4822,59012.34161
90000.3903,105867.0623
131036.7582,82687.06399
150403.5526,92097.51398
100207.8841,50917.39824
86370.83841,66636.66388
118998.7043,105099.6999
100287.5754,125803.729
96203.04579,43243.93309
129594.332,47718.35589
125087.6451,109978.6929
177093.773,68414.92741
167764.9937,89990.93029
158756.4208,62755.92418
84531.27869,131024.1719
108417.4375,51766.20671
121225.1092,104564.1872
182448.1721,142656.9743
160362.1119,112701.2517
131410.2332,143993.3585
132205.1634,100407.0876
118475.1398,94489.19144
92020.52591,144632.1994
121873.1952,64924.16452
87498.91201,143751.9881
160708.7722,106732.8026
172323.4676,69095.33786
108526.2785,43904.43406
161682.9874,105466.029
191622.3833,76846.31448
108320.3547,102030.9532
197847.3842,50713.34243
193483.5576,114983.5907
105156.2839,73853.58353
140470.1763,138013.2198
73383.49322,97108.74924
176265.2437,51787.90034
176495.6069,53386.82744
168753.2378,100046.6847
105120.2383,145265.3601
133126.9505,119089.0823
129848.2545,99222.56477
97723.85744,116648.2352
72176.50488,68199.71261
150258.105,50082.22614
156979.7378,97338.19764
150947.8433,107759.3971
147472.8566,109502.2947
108053.0786,52866.74289
88070.247,51366.88505
74394.77841,76733.62931
171536.2275,67721.994
166565.1675,112229.5908
147352.2073,45779.41273
130096.2092,115598.7892
166977.5608,46954.62281
174340.6021,113130.1724
173501.3714,53256.88264
122316.6894,119974.4023
178815.0369,138950.2948
150555.8734,103196.0872
89350.86309,108492.1713
75956.04069,98488.23293
164237.2405,58977.96485
81264.25672,100559.9325
81980.16396,114860.0246
82557.47575,79771.42509
74265.72279,94773.33121
136999.2587,133642.7943
138946.0291,70545.15225
154559.069,113648.9328
185949.5048,103434.8272
121072.6503,109976.3428
95115.92915,137827.7015
112830.2144,53105.83245
179044.5679,106309.6183
79926.02073,131342.5919
134755.4713,136207.7136
148889.541,46332.52759
164513.0207,105152.5299
80248.53875,108738.1657
83749.57639,44255.78389
163093.038,119103.6451
147453.2519,45308.87901
159981.0495,107577.6574
178469.7364,103761.6568
130358.3256,76360.13271
153924.3124,95369.63168
106874.7662,119506.9957
134719.0807,133820.5608
91048.72296,136995.5548
197642.5454,117478.4478
134602.5984,136341.0559
142238.173,69195.00555
164749.8988,79823.51588
116099.1636,127265.5307
100974.968,143593.8038
193136.9432,60238.32057
71850.75641,116453.3401
102565.391,80355.55308
94137.4588,63602.81046
72256.43555,65119.16725
123686.0183,42773.96899
103139.5018,52975.09384
173116.3358,64720.76425
122089.2181,76118.04206
175695.0535,74039.35837
162876.3581,121360.8087
88403.85358,85012.07102
80256.06708,76924.23981
171803.7506,64223.35033
176574.2051,112447.6466
150383.8184,51000.66767
155296.9469,134496.6067
136276.2362,119382.2013
136644.9041,123707.0814
82863.44901,65462.72373
151708.8874,80780.65505
171525.0177,61270.14222
141758.1937,88549.73885
142801.3072,99434.02784
125236.89,130714.5381
75646.29293,144085.5851
148820.4137,143542.5538
129244.8668,80749.10404
169362.7686,139346.749
178850.7473,134776.4083
174319.5904,44975.68964
95120.58266,128235.293
172719.2877,58103.61383
110868.6257,126583.0227
138373.2301,63409.79457
119941.4669,118435.6402
140383.6184,56408.01554
159004.5715,94338.71601
104238.8576,106512.7491
191255.7393,93602.56719
180551.1269,117436.2035
167123.9142,108935.0309
183322.8248,91150.83777
116811.8678,117987.1642
176047.2945,81632.54166
166908.4457,140485.4263
106274.0009,124726.1911
154654.9699,47855.67478
168295.5057,89656.72726
79064.14208,127865.4001
92274.17915,109714.5046
104788.606,137375.5912
149690.9467,105505.1826
122236.1208,54697.00377
198080.7929,97665.34395
94724.651,96963.69453
71207.55231,56440.29077
145571.7471,54545.61028
89008.72455,139804.1709
151299.9146,106943.9041
146900.2319,70616.50229
195097.2701,44032.44098
141554.1842,91513.44843
194210.7288,127973.8101
120977.4109,123316.1329
194451.0154,103694.5879
118603.7344,47379.60464
148916.6632,83117.3959
170542.7596,100090.1071
170140.7092,129419.448
196462.7156,81681.0668
101090.3816,44140.1603
77830.15495,48942.03888
108458.9914,57554.84789
151912.267,123182.6678
117391.6512,107836.1387
103823.0923,118600.9742
90560.5445,50664.18412
105773.8637,114124.0934
86555.7569,63997.58893
124000.9332,117920.8765
168448.1835,55096.35625
157284.6945,62020.88312
187911.3297,103915.1997
158551.6172,88407.62092
166095.9689,102310.8304
77929.59297,53118.69455
97679.43119,81462.79632
101044.2946,99744.97799
74272.22701,127193.0976
184629.5904,143519.7571
145556.6303,127673.9702
103589.4418,63521.59649
70898.5413,126005.4613
96072.46672,89000.50654
188792.1128,101571.1167
198605.066,65216.55472
129522.9486,46576.89952
82915.19264,109670.9014
143579.1098,99928.10803
98518.99994,52008.95482
95059.4755,113297.721
148511.5299,72161.47977
198000.2603,118681.9271
121382.3356,112957.3856
151283.1762,72347.84214
161151.1365,67695.62742
149398.5585,90708.65403
123646.607,88521.22047
179765.5248,129028.4494
104434.6674,87792.52074
83070.65776,112530.0819
86599.18399,46819.83892
164986.7405,109890.2927
194802.769,127862.765
139233.8585,63406.64873
104723.2785,69523.52282
129350.8813,70208.3708
77445.94848,82943.70001
193234.1237,71260.3411
106608.5609,120172.159
170987.1086,45755.27077
73012.76134,94594.67195
113117.0072,80925.36005
125741.8285,99627.33381
150870.9997,140441.5574
107643.8317,66001.59338
89245.33362,89771.56876
198429.8989,80955.54056
169452.9315,119980.7439
180053.1967,49648.25508
119028.1216,76862.93131
176123.8309,87164.578
116672.1901,88319.43947
115092.7739,116512.8672
72704.61123,58373.64888
191368.5446,64490.12568
164205.8906,77029.59067
172786.436,112580.2538
78730.96565,87478.60849
157023.8749,86738.23144
149113.816,91777.72654
100428.1508,62043.37302
187306.2446,46238.46
151581.0323,135334.3321
173824.2667,80510.55627
111015.4244,63759.72225
75037.94455,76599.69988
78663.31917,138023.729
172423.1215,48789.02742
99868.8399,57909.02868
155385.057,92264.4413
93783.8456,77179.96818
123492.7079,44358.54512
175335.862,110398.0099
164256.4341,132683.6647
187234.2193,59210.48657
155376.8722,62343.04101
166803.3893,100454.9391
98993.79553,88343.26871
102858.8503,73058.36384
114164.1328,62251.76037
168049.9478,107681.151
71275.70946,90269.5966
80052.79866,134741.4184
93263.5896,48060.34668
147065.3751,97873.14614
108919.1912,82454.54292
155798.1155,134186.3849
77703.14349,75513.01019
180665.464,102256.5951
71970.21822,107304.339
172035.2713,98288.61878
97143.29859,45549.43293
162799.6281,137632.6283
179103.7774,81572.50236
146278.347,109992.4606
111559.2985,121396.7031
194565.6204,48408.9984
153207.1401,46147.10206
83419.74073,100435.849
104619.8853,68335.57679
114573.0997,142963.8768
80723.62068,126314.3513
163056.3385,108681.0355
168217.6641,88737.65993
136829.9313,66113.20074
94016.41442,127254.1132
179922.7509,121705.0811
169984.7445,72001.35019
165630.6818,91467.73256
121626.319,144704.256
106367.2501,118203.0117
131542.6904,111081.9968
100287.0361,63522.80342
145655.6527,107168.0284
94076.03776,105344.5004
173138.213,61239.78646
137666.768,127745.3522
105230.2753,130472.4295
88690.14388,64474.172
141004.0812,43814.66702
92955.38701,136864.5564
122736.8385,132251.4175
82954.3287,45593.96888
87111.35359,47008.68372
75116.21847,92334.43555
172663.3034,122386.7957
136924.0156,53477.89806
133161.0529,56150.48472
109817.6661,114523.8016
196400.2317,107842.3181
87135.45802,88334.37786
118384.5368,82484.07149
122875.6923,68404.95489
196704.0168,73059.79509
187656.8661,141036.4012
96868.12271,57751.41602
102426.4888,93632.88875
144018.3321,124623.548
143959.9065,81170.82856
165195.0509,118645.3229
183233.7703,69526.20092
128117.0061,86295.78246
130951.5439,75088.46747
159340.0611,99165.55763
116159.6339,43541.01353
171580.1236,114730.4423
105183.2256,111255.6688
166796.7937,99965.48571
173504.2976,74268.22475
138756.4708,43244.32811
196818.4182,126554.1984
137690.766,72016.30724
159515.7269,103311.6362
96751.16024,134290.0248
85117.83852,61273.52323
101990.2045,129100.1553
167998.3505,87969.8386
110188.2599,110181.3656
94845.01035,62977.78327
142870.7433,56039.74546
92893.39698,145020.3063
147679.3594,59168.84919
196560.9489,107831.1294
69759.332,54688.31987
80711.30683,108754.2881
186018.1631,128379.4328
111435.4683,65313.5145
132739.4396,139079.4664
171632.8232,127989.4538
182421.5168,75028.61071
105339.1803,44984.19386
176676.0326,126348.3666
163112.1152,137398.6096
156597.0426,43969.64719
160548.1206,109603.2749
109864.2143,96788.40545
197558.7941,72355.94594
85227.68652,88265.56999
196813.9184,133490.3709
73483.4041,84773.25092
157169.3831,68238.04232
198206.7653,62198.14304
92639.44392,57470.9146
78279.68413,60877.06371
125303.9104,68567.0485
111282.5263,73401.72986
138585.7487,57453.49894
151885.9816,141618.9289
93666.38734,136403.3396
190686.4963,139438.5444
93886.50676,142289.297
143754.3219,53185.41721
130952.7999,89570.31297
106636.6339,63903.73313
180255.3447,135013.8481
