X1,Y1
1.095842435,1.01885245
1.188273553,1.217108164
1.24390688,1.242121741
1.254434884,1.332888753
1.332576641,1.398144786
1.365880562,1.581945028
1.426749326,1.590183816
1.427476266,1.621089402
1.545215437,1.688173404
2.156484843,1.969026041
2.187140607,1.978147133
2.460102162,2.073332157
2.634129831,2.085879045
2.694571609,2.162793227
2.862781924,2.288221853
2.992427886,2.789788989
3.412023948,3.229119944
3.61869776,3.455740417
3.669436621,3.639318332
3.872821687,3.753764589
3.974841957,4.354808018
3.998019067,4.384019051
4.197744268,4.560509431
4.341280495,4.568115236
4.621887527,4.683628366
4.727601994,5.302461719
4.96593398,5.682335813
5.171873822,6.183816008
5.279069175,6.205517814
5.300641087,6.244588463
5.383674733,6.312682891
5.723880411,6.44766766
5.850216108,6.749973902
5.940990286,6.810136753
5.941084243,6.952963286
5.954311486,7.321105923
6.193333505,7.435884881
6.462228757,7.863265444
6.496371785,7.883470234
6.514446636,7.902814406
6.848261735,8.105458526
6.864223835,8.122292678
7.13911533,8.154317423
7.399604758,8.224796945
7.407419536,8.402773348
7.630788649,8.452093429
7.657180988,8.579485892
7.837798251,8.758269994
8.013578389,8.814957095
8.300162839,8.852010778
8.87539057,8.931029876
8.926950151,9.111899158
9.023601634,9.313071174
9.049860327,9.463693992
9.306391363,9.658997093
9.340928032,9.951792695
9.372691521,10.12821202
9.412796025,10.21722095
9.471643937,10.27017379
9.62114297,10.32530191
9.930155138,10.53612894
9.949002226,10.54977855
9.965944933,10.60271834
10.05983337,10.62372753
10.21153754,10.76870792
10.66684998,10.80738717
10.76921977,10.90087739
10.81804714,10.96267693
11.0631132,10.98579215
11.15714029,11.11120362
11.22636932,11.16421574
11.27026743,11.20451258
11.3257271,11.36453993
11.38401467,11.47168239
11.40886569,11.7458972
11.90026977,11.78443927
12.06391279,11.98478225
12.24023204,12.43145552
12.25819073,12.46647007
12.26030143,13.01764089
12.30966858,13.32273507
12.32655751,13.40022297
12.40905189,13.74253021
12.60058458,13.76102901
12.75107831,13.78432611
12.91966718,13.95163263
12.98655885,13.95253067
12.99049311,13.95861752
13.05102178,14.28525678
13.17664245,14.33681776
13.19749849,14.36353503
13.61784233,14.38475891
13.67306514,14.5542048
13.97504252,14.58756783
14.06866421,14.67842165
14.13428221,14.78408052
14.18572938,14.83967816
14.38567013,14.97704567
14.48320985,14.98626925
14.56838767,15.26060852
14.58000585,15.67971603
14.78531581,15.95731595
14.82328736,16.04368115
14.91402245,16.12758541
15.16859419,16.15259624
15.18788698,16.20372259
15.48184112,16.21372264
15.56884452,16.5175796
15.59923839,16.69272819
15.74410583,17.0163014
15.97340947,17.67386449
16.09837777,17.90450148
16.30997773,18.04150426
16.39973716,18.04917827
16.47219016,18.21407609
16.71281025,18.22962399
16.74795713,18.48602496
16.8732607,18.64855722
16.90521427,18.67652303
17.3462439,18.69635576
17.42727169,18.75558121
17.67532269,18.83239785
17.73812506,18.96613896
17.74405901,19.03495449
17.85376192,19.21580104
17.89505056,19.43905657
17.98361041,19.56155363
18.10342283,19.67893375
18.17510324,19.71317248
18.63645575,19.72599151
18.75624193,19.92601619
18.77554204,19.93570969
19.03277453,20.14917107
19.21882494,20.15211579
19.26643659,20.18573644
19.43085934,20.23793462
19.44896542,20.55347115
19.46940623,20.98447596
19.79510109,21.09462405
20.08125032,21.10253378
20.17840596,21.15120374
20.31172648,21.21777722
20.31808642,21.51732149
20.3647452,21.74038824
20.67985849,21.76367327
20.82854321,21.77071355
20.98802699,21.85558791
21.05619717,21.91521573
21.07637847,22.04484252
21.39090865,22.07980347
21.59733664,22.26807316
21.63614293,22.30596707
22.09884451,22.61595625
22.11240417,22.72531832
22.6906858,22.75997586
22.81550993,22.83509603
23.20269264,22.92981133
23.37460794,23.16721808
23.42528944,23.30533887
23.46718757,23.58874956
23.70900919,23.68764737
23.89620817,23.76650032
24.25210609,23.77215368
24.36320705,24.03185381
24.41918434,24.28413452
24.52272808,24.92543999
24.54438888,25.0278821
24.62805272,25.23032304
24.65637951,25.26672613
24.8560931,25.37059209
25.16629173,25.49821967
25.20982029,25.51888287
25.2101469,25.8063151
25.21821346,26.07275164
25.30378285,26.22081314
25.32985804,26.26169608
25.43964238,26.40189183
25.4647253,26.4310227
25.50245322,26.44472565
25.78486004,26.53193633
25.9932272,26.56019479
26.54344734,26.62528235
26.60499989,26.69922472
26.7007249,26.73197444
26.92348179,27.03533499
26.96562266,27.14031887
27.03405216,27.27298085
27.08720829,27.32421943
27.16965753,27.72244676
27.18754368,27.76695842
27.47327077,28.04166102
27.58059243,28.11822531
27.63346043,28.35165547
27.6379129,28.57238871
27.91352359,28.7490361
28.15605263,28.76086508
28.28851554,28.84124135
28.33555624,28.89596753
28.59706324,28.98598553
28.84772266,29.06613157
29.02808283,29.26700193
29.04930617,29.44061025
29.05126033,29.68961061
29.1727762,29.72129278
29.31062896,30.20419563
29.31799494,30.24044064
29.37591131,30.24374919
29.78357146,30.59504459
29.92570666,30.6183979
30.14478288,30.74466065
30.17373236,30.94835832
30.6731578,31.06884124
30.7510652,31.17807658
30.97202868,31.20149929
30.97556125,31.40323043
31.04822037,31.55952513
31.05504967,31.61101566
31.08312482,31.78674606
31.51988027,31.8470924
31.52923423,31.95666739
31.65422,31.98384477
31.76443093,32.06283932
31.94885152,32.27492508
31.97179955,32.43618484
32.10386023,32.4938183
32.25664458,32.4976429
32.47125529,32.52478356
32.98110299,32.52935522
32.99697587,32.7266353
33.27740867,32.73841185
33.4321819,32.79804761
33.81749644,32.83119138
33.96161889,32.98068649
34.19643832,33.30348295
34.22941743,33.4937109
34.41965161,33.64544503
34.43002932,33.65467784
34.5739315,33.66893694
34.69804918,33.73738087
34.95558634,33.90277607
35.28353634,33.9259443
35.42082625,34.26691017
35.49844373,34.27780629
35.49949087,34.52766868
35.49953005,34.57802418
35.55267223,34.79632736
35.63583832,35.48271422
35.84646799,35.66399106
35.87392095,35.8624261
36.16099871,35.93998361
36.33994669,36.02895473
36.58217661,36.0504291
36.7214972,36.10524599
37.1024236,36.34283357
37.38596305,36.34286552
37.43985033,36.37292198
37.60154541,36.41816927
37.96594826,36.4528008
38.01633659,36.48389942
38.10561975,36.50623127
38.12620786,36.74605294
38.13176955,37.01103828
38.27533989,37.03619673
38.33013031,37.32226073
38.3843281,37.33553312
38.45568807,37.37763115
38.55409366,37.52772886
38.59722256,37.58755157
38.61947517,37.61016164
38.80198852,37.65502376
38.85626217,37.70444184
38.94454906,37.89136878
39.20756056,37.91785951
39.48548142,38.07002136
39.97746602,38.32565497
40.03165706,38.83556521
40.11625534,38.93959545
40.66771847,39.10281675
40.72173181,39.42757458
40.77448845,39.47980109
40.85390496,39.4948734
41.05205338,39.81462608
41.17151166,39.98098778
41.17357461,40.11015595
41.23566636,40.23708597
41.24917274,40.54108676
41.3497728,40.57713661
41.37001043,40.57887841
41.80308879,40.630742
41.94340097,40.7291465
42.33694803,40.82563379
42.33876667,41.26094527
42.38919766,41.37365909
42.4716897,41.53385493
42.54360342,41.56789628
42.66835631,41.94809098
42.88202134,41.99116054
43.17436366,42.54842635
43.32955044,42.60769238
43.61846871,42.82606536
43.70656598,42.89086032
43.77381991,42.906269
43.89166727,42.92522757
44.00878425,43.00281742
44.03564436,43.08024859
44.13118969,43.36760336
44.36693484,43.54189605
44.4839632,43.87976585
44.62927837,43.90246584
44.67461329,44.13693663
44.77073839,44.24895961
44.83655767,44.63055853
45.18503188,45.20921245
45.23241894,45.48402047
45.42882784,45.71138885
45.48018182,45.88880649
45.53156529,45.92659695
45.61150685,46.10322281
45.84246084,46.36959816
45.92090786,46.60698989
46.03571455,46.74174396
46.03645713,46.95944046
46.2904229,47.09187387
46.33886227,47.11738978
46.51121904,47.56713598
46.64347467,47.69955899
46.80356631,47.75909203
47.0162794,47.8703427
47.04000312,48.02306567
47.3988393,48.11331808
47.73959834,48.28506086
47.76952808,48.29403884
47.77322169,48.36542206
47.77345381,48.46219028
47.82919854,48.68200685
48.05748606,48.73074955
48.1271873,48.80040635
48.2173986,48.89207015
48.81901023,48.96134735
48.95651365,49.18934144
49.55598419,49.25399868
49.58969105,49.29598049
49.63963739,49.37124985
49.65917936,49.86604865
49.90804404,50.02678534
49.90935469,50.1912509
49.91738518,50.20768056
49.94646535,50.54686508
49.95264193,50.75990073
50.16804151,50.80073661
50.55665492,51.09033087
50.57044492,51.32440468
50.69572862,51.82569385
50.78445359,51.92343158
50.8888105,52.28117352
51.16271899,52.34399689
51.35347407,52.41294702
51.39475822,52.42652684
51.59231483,52.6407867
51.59809304,52.68436361
51.76360305,52.75617556
51.79116735,53.26426486
51.8532301,53.34148818
51.85588432,53.41104342
52.5765009,53.52274043
52.6151171,53.61636696
52.68854682,53.88536038
52.78695991,53.96064862
53.01651457,54.02363975
53.07786255,54.0337818
53.11460165,54.05465193
53.16989787,54.11371336
53.18641845,54.22378702
53.28792278,54.637241
53.87545311,54.73149921
53.91369282,54.75880878
54.16876906,54.8068731
54.30222486,55.04073358
54.44292415,55.11196058
54.47134593,55.20012949
54.53500804,55.23368855
54.58389215,55.37835478
54.6683881,55.44513348
54.75122251,55.57673034
54.85243544,55.61095062
54.91051936,56.04147396
55.00966497,56.10978571
55.10026029,56.11975903
55.63741824,56.13109223
55.75144104,56.13144487
55.80465465,56.72875422
